Title,Price($),Address,Date Posted,Building Type,Bedrooms,Bathrooms,Utilities,Wi-Fi and More,Parking Included,Agreement Type,Move-In Date,Pet Friendly,Size (sqft),Furnished,Air Conditioning,Personal Outdoor Space,Smoking Permitted,Appliances,Amenities,Description,Visit Counter,url
Basement Room for Rent Scarborough,,"Scarborough, ON M1G 2W9",2024-03-11 20:47:11,,,,,,,,,No,,Yes,,,,,,Huge Basement Room for Rent Available Now,45 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/basement-room-for-rent-scarborough/1687942197
Downtown Toronto - Little Portugal - 1 bedroom basement For Rent,1950,"Dovercourt Rd, Toronto, ON, M6J3C6",2024-03-11 20:46:36,Basement,1,1,,Not Included,0,1 Year,"April 1, 2024",Limited,600,No,Yes,Not Included,No,Fridge / Freezer,,"***AVAILABLE IMMEDIATELY
Downtown Victorian Basement Unit
- Near Queen St West/Dundas St West
- 12 min ride to Ossington station
- Ideal for a professional or couple working downtown.
- 8 min walk to FreshCo grocery
- Coin laundry around the corner
***PLEASE READ BELOW FOR DETAILS BEFORE MESSAGING
> Backyard/alley way entrance
> 1 bedroom, 2 storage/office rooms
> Hydro/air con/heat provided
> Around 600 sqft
-------------------------------------------
> $1950/month on a yearly lease
*Singles or couple preferably
*Smoking prohibited, preferably no pets.
*Parking not available unless registers for a street permit
-------------------------------------------
> Contact if interested to book time for a in-person viewing or can request for a video tour.
> When contacting, please kindly provide a brief message other than just a ""Hi is this available?"" for higher priority.
Much appreciated. :)",33 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-toronto-little-portugal-1-bedroom-basement-for-rent/1687942134
Parking Spot Available in Parkdale (Beaty Ave.) $150/month.,150,"Toronto, ON M6K 3B3",2024-03-11 20:45:38,,,,,,,,,,,,,,,,,Enquire Within.,65 visits,https://www.kijiji.ca/v-storage-parking/city-of-toronto/parking-spot-available-in-parkdale-beaty-ave-150-month/1675866660
"Luxurious 1 Bed + Den+Parking, must see!",2450,"Omni Drive, Scarborough, ON",2024-03-11 20:45:31,Condo,1 + Den,1,"Hydro_Yes,Heat_Yes,Water_Yes",Not Included,1,1 Year,"April 1, 2024",Yes,799,No,Yes,Not Included,No,Laundry (In Unit),"Gym, Pool, Concierge, 24 Hour Security, Storage Space, Elevator in Building","Rare-found 1 bedroom + den condo in prime location, with modern finish, high ceilings, bright and practical layout. Excellent move-in condition. Living room, dining room, French doors in the den. Kitchen with Stainless steel appliances. Brand new washer/dryer in the unit. Includes 1 underground parking, 1 locker. 24/7 concierge, state of art building amenities, gym, games room, indoor pool, sauna. Steps to Scarborough Town Centre mall, City Hall, YMCA, movies, groceries. Minutes to Hwy 401, U of T Scarborough Campus.",195 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxurious-1-bed-den-parking-must-see/1685401229
Warm Large Furnished Room Shared Bathroom - NORTH YORK - MALE,1250,"North York, ON M6A 1T1",2024-03-11 20:41:10,,,,,,,,,No,,Yes,,,,,,⭐MONTHLY / no lease – Working Professional MALE ONLY,,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/warm-large-furnished-room-shared-bathroom-north-york-male/1687941639
Newly Created Legal 2 Bedroom Basement Apartment For Rent,2300,"Toronto, ON M6G 1Z7",2024-03-11 20:36:51,Apartment,2,1,"Hydro_Yes,Heat_Yes,Water_Yes",Not Included,0,1 Year,"March 31, 2024",Yes,700,No,Yes,Not Included,No,Laundry (In Unit),,"ADDRESS: 116 Day Ave - Basement
RENT: $2,300 + $100 Utilities",53 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-created-legal-2-bedroom-basement-apartment-for-rent/1687941192
FURNISHED ELEGANCE,3250,"Mariner Terrace, Toronto, ON M5V",2024-03-11 20:34:06,,,,,,,,,No,,Yes,,,,,,"FULLY FURNISHED
Facing Roger’s Centre & CN
Tower
ALL INCLUSIVE RATE
Includes All Utilities
Internet
Access to adjoining 30,000 sqft Fitness/Recreation Center",4 visits,https://www.kijiji.ca/v-short-term-rental/city-of-toronto/furnished-elegance/1687940911
FURNISHED ELEGANCE,3250,"Mariner Terrace, Toronto, ON M5V",2024-03-11 20:32:38,Condo,1,1,,Not Included,0,1 Year,"March 15, 2024",No,700,Yes,Yes,Not Included,Outdoors only,,,"FULLY FURNISHED
Facing Roger’s Centre & CN
Tower
ALL INCLUSIVE RATE
Includes All Utilities
Internet
Access to adjoining 30,000 sqft Fitness/Recreation Center",5 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/furnished-elegance/1687940783
"Private Room - Safe,   Clean, Quiet  - Jane Weston",55,"Victoria Blvd, York, ON M6M 2C1",2024-03-11 20:32:02,,,,,,,,,No,,Yes,,,,,,"Available today—get a place right now.
Clean, quiet, and safe (with strict rules).
Located near Jane and Weston.
Monthly prices start at $900 for a small room.
This is the final price. All utilities and fees are included.
2 shared bathrooms.
A fully equipped shared kitchen.
Easy to rent—no credit check or references required.
Everything you need included (furniture, bedding, washroom essentials, etc.).
Fast and free Wi-Fi.
FREE gym + inside pool within a 15-minute walk.
Close to bus stops (71, 89, 35): within a 2-minute walk.
Keele Subway Station within a 20-minute bus ride.
Downtown within a 45-minute ride by bus and subway or UP Express.
Supermarket within a 15-minute walk (NoFrills or FreshCo).
Big park with a pond or the Humber River within a 15-minute walk.
Pearson Airport within a 30-minute ride by car.
Laundry is available for $5 per load.
Storage is available for $5 per day.
Bike is available for free.
Parking is available for $10 per night (daily access) or $5 per night (no access). A cheaper municipal parking lot is an 8-minute walk away.
Responding to requests 24 x 7.
Not suitable for guests with kids under 10 years old.
Phone: +1 647 858 5430 (call/text/WhatsApp/Viber/Telegram).",39 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/private-room-safe-clean-quiet-jane-weston/1687940719
Studio in Downtown Toronto for Rent from May 1,1520,"Toronto, ON M5T 2K8",2024-03-11 20:30:29,Basement,Bachelor/Studio,1,,Internet,0,1 Year,"May 1, 2024",Yes,750,No,Yes,Yard,Outdoors only,"Laundry (In Unit), Fridge / Freezer",,"Queen St. West & Spadina area of downtown Toronto:
Basement studio apartment is available from May 1st, 2024.
This apartment is located in a fully renovated (2017) Edwardian townhouse on Augusta Avenue, just north of the trendy Queen St. West. ""Vogue has named Toronto's ""Queen St. West"" the second-hippest district in the world"" (Globe and Mail, Dec. 2014) Close to everything - Kensington market, AGO, financial and art districts of downtown, restaurants, shopping, theaters etc. are within walking distance. Perfect for someone who works or studies in downtown
This basement apartment has been recently fully renovated.
It has a contemporary kitchen and appliances (gas range, dishwasher, wall mounted range hood, washer & dryer combo). There's a four-piece bathroom. Heating and cooling - central air with A/C. There's a bistro set in the yard.
The apartment has a street level den with a skylight. The private entrance is from the back alley. Utilities are extra. Street parking is available along Augusta Avenue or nearby streets by the city of Toronto permit.
The owner occupies the upper level apartment.",258 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/studio-in-downtown-toronto-for-rent-from-may-1/1687898814
Currently available: Massive room w balcony - ideal for couples,1750,"Scarborough, ON M1M 1M1",2024-03-11 20:27:56,,,,,,,,,Yes,,No,,,,,,"Schedule a viewing of this fantastic move-in ready room on Saturday afternoon, March 9, and Sunday morning, March 10. Text 647 869 6908 to set up a viewing of this enormous and charismatic room that is ideal for people who like space and privacy. The room is the size of a studio apartment with a private balcony where you can enjoy the beautiful spring and summer days! The room is very spacious, bright and charismatic with the large private walkout balcony overlooking the garden. The room is in a light-filled 3 bedroom 2nd floor apartment where the kitchen with brandnew appliances and 4-piece bathroom is shared with the 2 other friendly tenants.
The house is steps away from a bus stop and walking distance to the Midland Go Station (~15 min to downtown). You also have access to laundry, including the brandnew laundry machine, that is at the back of the building.
The home is near a fabulous tennis court, splash park, biking and walking trail.
The house is also close to an amazing sandy beach, Bluffers Park, marinas & sailing/yacht clubs. Walking distance to groceries, pharmacy, plaza, Starbucks & Go Station (about 15 mins to downtown by Go). Close to all amenities.
Utilities and wifi included.
Currently available. Can be rented short term or long term.
Parking is available for an additional $100/month.",981 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/currently-available:-massive-room-w-balcony-ideal-for-couples/1677861841
Private unit with attached unshared bathroom,750,"Laxton Ave, Toronto, ON M6K 1K8",2024-03-11 20:27:52,,,,,,,,,,,Yes,,,,,,Private unit with your own personal washroom. All utilities included. Wifi Complimentary,25 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/private-unit-with-attached-unshared-bathroom/1687940292
HUGE room next to Metropolitan University,1300,"Granby St, Toronto, ON M5B 1H9",2024-03-11 20:22:35,,,,,,,,,,,Yes,,,,,,"Huge room with large private balcony available on top floor of duplex
- Centrally located, 2- minute walk to Toronto Metropolitan University
- 5 min from Yonge & College subway
- Large eat-in kitchen
- Unit has 2 full washrooms
- Very large back deck and front patio
- Quiet residential street
- Laundry on site included
- Utilities included
- Perfect for students of Toronto MU (Ryerson University), University of Toronto, George Brown College, etc
- please contact for a viewing!",,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/huge-room-next-to-metropolitan-university/1687939762
luxury loft for rent in heart of downtown toronto,3800,"Gerrard St W, Toronto, ON",2024-03-11 20:21:54,Apartment,1,1,"Hydro_Yes,Heat_Yes,Water_Yes",Cable / TVInternet,0,1 Year,"March 31, 2024",Yes,700,Yes,Yes,Not Included,Yes,"Laundry (In Building), Dishwasher, Fridge / Freezer","Gym, Pool, Concierge, 24 Hour Security, Storage Space, Elevator in Building","Beautiful apartment in heart of downtown toronto, fully furnished with smart lighting, premium sound system, and appliances. All utilities including high speed fiber internet included. Building has laundry, gym, pool, sauna, yoga room, balcony, lounge, and more. Steps away from subway, Eaton center, college park, hospitals, and restaurants.",23 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-loft-for-rent-in-heart-of-downtown-toronto/1687939698
(FOR LEASE) 55 Mercer St. (Spadina Ave. & King St. W.),4400,"4011 Brickstone Mews, Mississauga, ON",2024-03-11 20:12:21,Condo,3,2,"Hydro_No,Heat_No,Water_Yes",Not Included,1,1 Year,"March 18, 2024",No,821,No,Yes,Balcony,No,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Pool, Concierge, 24 Hour Security, Bicycle Parking, Storage Space, Elevator in Building","F o r L E A S E
2202 - 55 Mercer St. | Toronto
(Spadina Ave. & King St. W.)",13 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/for-lease-55-mercer-st-spadina-ave-king-st-w/1687938799
Master Bedroom for Rent in Downtown Toronto | Available April 1,1655,"39 Niagara Street, Toronto, ON",2024-03-11 20:10:49,,,,,,,,,Yes,,No,,,,,,MASTER BEDROOM AVAILABLE FOR APRIL 1 | 2B2B APARTMENT IN DOWNTOWN TORONTO,32 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/master-bedroom-for-rent-in-downtown-toronto-available-april-1/1687938656
Outdoor Parking space spot Yonge Sheppard North York,230,"214 Elmhurst Ave, North York, ON M2N 1S3",2024-03-11 20:07:05,,,,,,,,,,,,,,,,,"An outdoor parking space for rent -
no other car to block your car
7 min walk to Yonge street
2 min walk to senlac st / bus station
10 min walk to Sheppard Subway station
10 min walk to Northyork Subway station
17 min walk to Finch Subway station
10 min walk to NirthYork Library / Cineplex
Please message for more info",11 visits,https://www.kijiji.ca/v-storage-parking/city-of-toronto/outdoor-parking-space-spot-yonge-sheppard-north-york/1687938302
Rent a Room in Downtown Toronto | Available April 1,1404,"39 Niagara Street, Toronto, ON",2024-03-11 20:06:04,,,,,,,,,Yes,,No,,,,,,"Location: Downtown Toronto, 39 Niagara Street",57 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/rent-a-room-in-downtown-toronto-available-april-1/1687938194
Room for rent,900,"North York, ON M3A 1S8",2024-03-11 20:06:00,,,,,,,,,,,Yes,,,,,,"- Don valley and Lawerence.
- 2 minutes walk to bus. Central location to North York, Scaborough, downtown, and uptown.
- Brand new built basement with over ground windows and egress size windows.
- Students are welcome.
- 4 bedrooms, kitchen/hall, and two washroom to be shared between four people.
- Beautiful side yard.
- Walking distance to Parkway mall, No frills, Superstore, Time Hortons, Dollarama, banks...
- Can be furnished or unfurnished. Furnished price is more.",64 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent/1687938190
Warehouse & Office Space For Sublease or Share,3000,"North York, ON M3J 2R1",2024-03-11 20:04:13,,,,,,,,,,"1,500",Yes,,,,,,"High- demand North York are warehouse & office space for lease. The unit consists of 4000 SQ/FT (approx. 2000 sq/ft of office space & 2000 warehouse space). Also a solid mezzanine level consisting of another 600- 800 sq/ft. A great layout that is rarely seen.
We are considering sharing the unit and providing 1 Large Office, furnished, plus up to 1000 SQ/FT of warehouse space (approx. 1500SQ/FT). Ground level dock door. Reserved parking. $3000 All in + HST (TMI & Utilities included)",,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/warehouse-office-space-for-sublease-or-share/1687938039
Large Luxury 2-Bedroom Toronto Apartment - NEWLY RENOVATED,2899,"145 Marlee Avenue, Toronto, ON, M6B 3H3",2024-03-04 19:19:37,Apartment,2,1,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,"August 1, 2023",Yes,950,No,No,Balcony,Outdoors only,"Laundry (In Building), Dishwasher, Fridge / Freezer","Bicycle Parking, Elevator in Building","ASK ABOUT OUR MOVE-IN INCENTIVES!*Rosebury Square offers large spacious luxury apartments in the heart of city. Only a ten minute walk away from Eglinton West subway, Glencairn subway & the LRT. Six Minute drive to Yorkdale Mall! Enjoy living steps away from the onsite grocery store (Sobeys), pharmacy and daycare.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/large-luxury-2-bedroom-toronto-apartment-newly-renovated/1663970708
"1 Bed + Den with Locker, All Utils Included Toronto Waterfront",2650,"Yonge Street, Toronto, ON",2024-03-12 17:45:37,Condo,1 + Den,1,"Hydro_Yes,Heat_Yes,Water_Yes",Cable / TVInternet,0,1 Year,"March 31, 2024",Limited,539,Yes,Yes,Yard,Outdoors only,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Pool, Concierge, 24 Hour Security, Bicycle Parking, Storage Space, Elevator in Building","Great 1 Bed + Den Condo at Prime Waterfront Location - 10 Yonge Street, Toronto",730 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bed-den-with-locker-all-utils-included-toronto-waterfront/1672130250
1 Bdm. Apartment for Rent in North York!  Bathurst and Rockford,1815,"6010 Bathurst Street, North York, ON, M2R 1Z7",2024-03-05 15:34:10,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,Not Available,No,No,Balcony,No,"Laundry (In Building), Fridge / Freezer",Elevator in Building,"*Prices, incentives, availability and specifications are subject to change. Images may not reflect actual suite finishes. Pet restrictions may apply. E. & O.E.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bdm-apartment-for-rent-in-north-york-bathurst-and-rockford/1687345786
